ID,ID_PRODUCT,AMOUNT,PRICE,DATE
69,1,7,95.91,'2020-10-17 13:41:04'
70,1,17,105.63,'2022-02-12 13:41:04'
71,2,20,92.92,'2024-09-04 13:41:04'
72,2,3,71.56,'2024-06-04 13:41:04'
73,1,5,25.43,'2021-07-06 13:41:04'
74,2,10,110.79,'2025-03-11 13:41:04'
75,3,9,104.24,'2022-07-02 13:41:04'
76,1,16,30.86,'2021-12-25 13:41:04'
77,2,10,113.47,'2023-07-26 13:41:04'
78,1,5,52.63,'2024-12-06 13:41:04'
79,1,10,87.59,'2023-08-20 13:41:04'
80,2,5,99.38,'2023-06-13 13:41:04'
81,3,16,62.2,'2020-09-28 13:41:04'
82,2,4,98.13,'2024-03-02 13:41:04'
83,1,4,50.11,'2022-08-19 13:41:04'
84,3,16,45.18,'2023-08-01 13:41:04'
85,1,6,61.59,'2022-12-21 13:41:04'
86,3,5,118.7,'2021-01-31 13:41:04'
87,3,17,32.4,'2022-06-14 13:41:04'
88,1,3,69.21,'2022-09-22 13:41:04'
89,2,7,94.67,'2022-08-17 13:41:04'
90,2,14,55.44,'2024-05-21 13:41:04'
91,3,3,86.13,'2021-06-29 13:41:04'
92,1,3,74.24,'2021-08-29 13:41:04'
93,2,17,104.74,'2025-03-10 13:41:04'
94,1,14,107.37,'2023-07-17 13:41:04'
95,2,18,111.36,'2021-10-15 13:41:04'
96,1,11,69.33,'2020-05-05 13:41:04'
97,2,11,58.24,'2023-12-10 13:41:04'
98,3,18,49.72,'2025-01-12 13:41:04'
99,3,8,87.38,'2022-04-07 13:41:04'
100,2,5,118.12,'2024-06-15 13:41:04'
101,1,13,35.17,'2023-04-19 13:41:04'
102,2,6,44.47,'2021-04-07 13:41:04'
103,2,16,95.04,'2021-01-10 13:41:04'
104,2,19,68.49,'2024-11-06 13:41:04'
105,3,1,56.59,'2022-11-01 13:41:04'
106,1,8,93.09,'2024-07-11 13:41:04'
107,3,11,26.08,'2025-02-14 13:41:04'
108,1,15,51.75,'2022-02-20 13:41:04'
109,1,6,59.7,'2023-01-03 13:41:04'
110,3,4,22.56,'2021-10-19 13:41:04'
111,1,17,21.12,'2021-01-02 13:41:04'
112,3,8,105.36,'2021-04-10 13:41:04'
113,3,13,106.22,'2023-05-08 13:41:04'
114,3,11,25.03,'2023-12-05 13:41:04'
115,1,17,52.98,'2023-08-27 13:41:04'
116,3,20,25.8,'2022-08-07 13:41:04'
117,1,2,39.51,'2024-09-11 13:41:04'
118,2,5,75.52,'2020-05-28 13:41:04'
119,3,17,41.65,'2023-06-29 13:41:04'
120,3,7,60.68,'2020-10-26 13:41:04'
121,3,19,108.92,'2020-09-09 13:41:04'
122,3,6,63.39,'2023-01-29 13:41:04'
123,3,15,25.3,'2023-11-04 13:41:04'
124,2,15,33.71,'2024-04-22 13:41:04'
125,2,9,46.57,'2020-10-21 13:41:04'
126,1,12,84.88,'2024-04-10 13:41:04'
127,3,5,87.37,'2022-05-28 13:41:04'
128,3,13,29.74,'2024-12-04 13:41:04'
129,1,14,62.9,'2023-10-08 13:41:04'
130,3,16,47.38,'2020-04-17 13:41:04'
131,3,7,46.24,'2025-01-28 13:41:04'
132,1,6,109.68,'2020-11-18 13:41:04'
133,2,20,79.86,'2021-05-23 13:41:04'
134,1,20,96.74,'2024-06-08 13:41:04'
135,3,4,40.01,'2022-05-22 13:41:04'
136,1,8,75.32,'2021-11-03 13:41:04'
137,1,4,40.85,'2020-08-02 13:41:04'
138,3,14,70.03,'2024-10-28 13:41:04'
139,3,15,99.43,'2023-11-09 13:41:04'
140,2,10,67.09,'2023-03-17 13:41:04'
141,2,9,110.76,'2020-11-04 13:41:04'
142,2,14,46.95,'2024-03-31 13:41:04'
143,3,8,110.93,'2023-07-12 13:41:04'
144,1,4,39.62,'2022-04-27 13:41:04'
145,2,20,57.26,'2021-04-06 13:41:04'
146,1,3,92.62,'2024-04-16 13:41:04'
147,1,14,75.17,'2021-01-04 13:41:04'
148,3,4,25.41,'2021-05-11 13:41:04'
149,2,18,95.98,'2024-08-19 13:41:04'
150,1,19,116.85,'2020-06-08 13:41:04'
151,3,6,63.18,'2022-03-18 13:41:04'
152,3,20,90.76,'2022-04-27 13:41:04'
153,1,3,111.13,'2024-07-18 13:41:04'
154,1,11,93.99,'2022-07-05 13:41:04'
155,1,1,119.95,'2022-06-18 13:41:04'
156,3,10,104.32,'2023-09-06 13:41:04'
157,1,1,109.14,'2021-07-29 13:41:04'
158,1,18,86.32,'2021-01-17 13:41:04'
159,3,7,62.59,'2022-09-28 13:41:04'
160,3,10,71.25,'2020-05-02 13:41:04'
161,1,7,21.31,'2022-09-12 13:41:04'
162,2,7,101.95,'2021-02-03 13:41:04'
163,3,12,31.93,'2022-04-11 13:41:04'
164,2,2,92.8,'2023-07-24 13:41:04'
165,1,18,102.2,'2020-06-12 13:41:04'
166,3,9,119.69,'2024-01-03 13:41:04'
167,1,18,87.4,'2021-04-15 13:41:04'
168,1,3,55.06,'2023-10-10 13:41:04'
169,1,5,30.21,'2020-07-14 13:41:04'
170,3,16,112.4,'2020-05-21 13:41:04'
171,3,19,55.24,'2021-05-30 13:41:04'
172,2,13,90.19,'2021-04-14 13:41:04'
173,2,10,68.98,'2022-07-14 13:41:04'
174,3,19,70.43,'2022-04-08 13:41:04'
175,3,4,107.94,'2023-05-24 13:41:04'
176,1,15,21.64,'2025-02-27 13:41:04'
177,1,4,102.1,'2022-07-20 13:41:04'
178,2,13,113.39,'2022-01-14 13:41:04'
179,2,5,47.68,'2023-02-09 13:41:04'
180,2,14,107.71,'2020-05-07 13:41:04'
181,2,5,60.16,'2023-10-04 13:41:04'
182,1,6,29.91,'2024-08-12 13:41:04'
183,2,20,75.52,'2023-09-03 13:41:04'
184,1,10,101.18,'2020-11-05 13:41:04'
185,1,8,107.32,'2024-10-29 13:41:04'
186,3,11,103.59,'2022-04-07 13:41:04'
187,3,4,110.51,'2023-06-01 13:41:04'
188,2,20,67.79,'2021-12-17 13:41:04'
189,3,6,23.74,'2022-02-24 13:41:04'
190,3,12,119.69,'2021-02-04 13:41:04'
191,2,16,40.08,'2021-02-20 13:41:04'
192,1,15,110.82,'2022-09-07 13:41:04'
193,1,5,26.46,'2020-12-13 13:41:04'
194,3,2,58.26,'2020-11-08 13:41:04'
195,1,4,96.03,'2024-05-25 13:41:04'
196,2,8,111.22,'2024-08-02 13:41:04'
197,3,4,65.44,'2021-05-22 13:41:04'
198,3,13,110.18,'2024-02-14 13:41:04'
199,3,18,65.17,'2024-02-16 13:41:04'
200,3,15,52.49,'2021-03-08 13:41:04'
201,3,17,69.95,'2021-05-06 13:41:04'
202,2,11,41.27,'2020-08-16 13:41:04'
203,2,8,110.51,'2021-09-02 13:41:04'
204,2,8,110.81,'2021-08-19 13:41:04'
205,2,19,22.24,'2024-02-09 13:41:04'
206,1,15,40.4,'2021-10-08 13:41:04'
207,1,15,118.55,'2024-07-20 13:41:04'
208,3,6,78.04,'2021-04-15 13:41:04'
209,1,4,31.1,'2025-02-09 13:41:04'
210,1,18,38.61,'2021-09-02 13:41:04'
211,3,1,56.21,'2021-04-07 13:41:04'
212,2,8,105.01,'2024-09-24 13:41:04'
213,3,16,63.29,'2021-05-11 13:41:04'
214,2,9,53.98,'2020-12-16 13:41:04'
215,3,11,113.78,'2021-09-14 13:41:04'
216,2,15,66.54,'2024-09-22 13:41:04'
217,2,8,98.24,'2024-08-06 13:41:04'
218,1,6,26.91,'2024-09-16 13:41:04'
219,2,7,95.55,'2023-03-07 13:41:04'
220,2,10,38.44,'2023-03-12 13:41:04'
221,1,8,29.28,'2021-08-17 13:41:04'
222,2,9,117.67,'2021-01-17 13:41:04'
223,1,1,111.7,'2020-05-03 13:41:04'
224,2,2,26.31,'2020-05-31 13:41:04'
225,2,14,41.21,'2021-09-06 13:41:04'
226,1,14,28.09,'2022-05-22 13:41:04'
227,3,8,24.65,'2024-10-14 13:41:04'
228,1,13,55.71,'2021-02-19 13:41:04'
229,2,11,31.49,'2020-12-26 13:41:04'
230,3,14,63.73,'2020-07-10 13:41:04'
231,2,8,40.83,'2020-09-28 13:41:04'
232,1,9,49.01,'2020-06-26 13:41:04'
233,3,7,100.91,'2022-02-27 13:41:04'
234,1,6,63.94,'2021-07-13 13:41:04'
235,1,17,51.47,'2023-10-14 13:41:04'
236,3,16,102.0,'2024-12-12 13:41:04'
237,1,18,112.4,'2024-11-18 13:41:04'
238,3,6,100.57,'2024-01-01 13:41:04'
239,3,7,84.45,'2022-06-11 13:41:04'
240,3,14,66.48,'2022-02-25 13:41:04'
241,1,5,25.27,'2024-01-08 13:41:04'
242,1,11,42.73,'2021-05-27 13:41:04'
243,1,20,68.5,'2022-02-26 13:41:04'
244,3,15,34.15,'2023-06-25 13:41:04'
245,2,14,118.95,'2022-06-15 13:41:04'
246,3,20,70.04,'2024-11-27 13:41:04'
247,1,11,43.96,'2023-07-27 13:41:04'
248,2,1,79.9,'2024-05-26 13:41:04'
249,2,17,61.55,'2023-04-13 13:41:04'
250,3,14,114.88,'2022-11-20 13:41:04'
251,1,2,20.31,'2024-06-23 13:41:04'
252,1,9,115.4,'2020-05-27 13:41:04'
253,1,8,27.61,'2023-09-12 13:41:04'
254,2,14,29.68,'2024-05-25 13:41:04'
255,1,14,99.99,'2023-10-09 13:41:04'
256,2,9,37.82,'2024-04-17 13:41:04'
257,1,2,81.64,'2024-09-29 13:41:04'
258,2,1,56.9,'2023-11-23 13:41:04'
259,1,16,93.89,'2022-04-09 13:41:04'
260,3,19,40.75,'2022-10-15 13:41:04'
261,3,1,86.74,'2020-11-04 13:41:04'
262,1,7,27.01,'2022-09-06 13:41:04'
263,2,15,95.06,'2022-08-25 13:41:04'
264,1,4,38.72,'2023-03-18 13:41:04'
265,1,10,82.99,'2021-05-02 13:41:04'
266,3,8,34.39,'2021-01-14 13:41:04'
267,3,11,86.19,'2021-02-03 13:41:04'
268,3,12,37.63,'2020-08-27 13:41:04'
269,3,8,102.25,'2020-05-04 13:41:04'
270,1,19,81.12,'2024-09-15 13:41:04'
271,3,2,57.81,'2023-11-16 13:41:04'
272,3,15,114.83,'2021-01-08 13:41:04'
273,3,12,98.39,'2021-08-03 13:41:04'
274,3,12,39.14,'2024-05-12 13:41:04'
275,3,19,97.5,'2020-10-27 13:41:04'
276,1,13,91.31,'2022-07-27 13:41:04'
277,2,11,30.33,'2020-12-17 13:41:04'
278,1,12,117.01,'2023-08-07 13:41:04'
279,2,18,28.72,'2021-01-29 13:41:04'
280,1,8,24.42,'2025-03-15 13:41:04'
281,3,16,39.46,'2022-10-28 13:41:04'
282,2,16,111.02,'2022-03-19 13:41:04'
283,1,12,94.12,'2023-04-02 13:41:04'
284,2,5,63.62,'2021-01-06 13:41:04'
285,2,14,60.1,'2023-10-06 13:41:04'
286,3,5,104.05,'2020-07-16 13:41:04'
287,1,10,69.88,'2023-12-05 13:41:04'
288,2,11,99.86,'2020-11-08 13:41:04'
289,2,4,115.09,'2023-02-04 13:41:04'
290,1,20,61.27,'2022-10-06 13:41:04'
291,2,7,92.07,'2022-02-08 13:41:04'
292,1,4,97.47,'2024-04-17 13:41:04'
293,2,8,70.41,'2024-11-13 13:41:04'
294,1,12,50.07,'2022-09-08 13:41:04'
295,1,20,90.01,'2024-02-19 13:41:04'
296,3,7,85.01,'2021-07-28 13:41:04'
297,3,2,105.98,'2020-12-06 13:41:04'
298,3,13,21.38,'2021-04-18 13:41:04'
299,3,6,53.72,'2024-06-13 13:41:04'
300,2,5,54.91,'2021-09-25 13:41:04'
301,3,20,51.22,'2023-03-14 13:41:04'
302,3,4,90.08,'2021-05-23 13:41:04'
303,1,15,54.55,'2023-08-05 13:41:04'
304,2,17,70.75,'2021-02-24 13:41:04'
305,1,1,107.59,'2022-05-05 13:41:04'
306,1,2,68.66,'2021-12-03 13:41:04'
307,2,10,60.41,'2024-07-20 13:41:04'
308,1,8,72.79,'2021-02-03 13:41:04'
309,2,15,92.15,'2022-03-25 13:41:04'
310,1,13,24.52,'2023-11-17 13:41:04'
311,1,6,79.13,'2024-07-13 13:41:04'
312,1,19,29.63,'2020-07-30 13:41:04'
313,3,3,59.24,'2024-12-09 13:41:04'
314,2,8,116.72,'2024-03-29 13:41:04'
315,3,18,37.86,'2021-05-26 13:41:04'
316,1,19,101.92,'2021-10-01 13:41:04'
317,2,10,81.31,'2024-10-27 13:41:04'
318,2,6,91.21,'2023-01-24 13:41:04'
319,3,6,36.47,'2020-08-07 13:41:04'
320,2,2,47.57,'2023-06-20 13:41:04'
321,3,13,89.55,'2021-10-02 13:41:04'
322,3,3,114.3,'2024-04-10 13:41:04'
323,1,18,46.82,'2021-05-02 13:41:04'
324,2,1,64.71,'2022-09-21 13:41:04'
325,3,7,103.03,'2025-02-09 13:41:04'
326,2,11,91.17,'2024-08-26 13:41:04'
327,2,19,60.43,'2024-07-11 13:41:04'
328,1,8,32.69,'2024-05-03 13:41:04'
329,3,6,113.06,'2020-07-05 13:41:04'
330,2,12,27.17,'2022-05-08 13:41:04'
331,1,17,63.69,'2020-09-25 13:41:04'
332,2,15,109.98,'2021-12-03 13:41:04'
333,2,4,26.14,'2020-12-27 13:41:04'
334,3,3,81.31,'2023-03-30 13:41:04'
335,3,5,29.88,'2022-02-16 13:41:04'
336,3,14,101.41,'2024-12-03 13:41:04'
337,3,10,84.74,'2021-09-25 13:41:04'
338,1,10,34.99,'2023-01-16 13:41:04'
339,1,5,52.79,'2020-11-07 13:41:04'
340,1,19,24.65,'2020-04-18 13:41:04'
341,1,10,107.1,'2020-08-15 13:41:04'
342,1,3,38.89,'2023-06-04 13:41:04'
343,3,17,32.61,'2022-11-11 13:41:04'
344,2,15,57.65,'2021-03-11 13:41:04'
345,1,9,81.41,'2020-12-30 13:41:04'
346,3,10,45.74,'2021-09-04 13:41:04'
347,1,14,29.6,'2022-02-08 13:41:04'
348,1,15,22.2,'2024-09-15 13:41:04'
349,2,6,33.0,'2022-04-11 13:41:04'
350,1,6,113.05,'2024-10-24 13:41:04'
351,1,17,55.51,'2024-02-15 13:41:04'
352,1,18,113.35,'2025-02-23 13:41:04'
353,1,13,43.55,'2021-03-09 13:41:04'
354,2,2,57.83,'2023-11-22 13:41:04'
355,3,14,89.22,'2024-01-29 13:41:04'
356,1,3,23.78,'2025-01-18 13:41:04'
357,2,1,63.55,'2023-10-23 13:41:04'
358,2,13,58.71,'2023-01-05 13:41:04'
359,3,3,119.15,'2023-08-04 13:41:04'
360,3,15,111.23,'2024-06-18 13:41:04'
361,1,1,34.34,'2022-10-20 13:41:04'
362,3,8,56.87,'2023-06-14 13:41:04'
363,2,12,63.81,'2024-01-06 13:41:04'
364,2,14,61.45,'2020-12-02 13:41:04'
365,2,3,39.44,'2024-06-30 13:41:04'
366,2,19,39.97,'2024-07-04 13:41:04'
367,1,10,70.94,'2023-03-26 13:41:04'
368,1,17,91.84,'2022-01-04 13:41:04'
369,1,20,52.56,'2023-11-15 13:41:04'
370,1,6,66.51,'2025-03-01 13:41:04'
371,1,14,24.11,'2022-12-11 13:41:04'
372,3,2,89.76,'2025-01-23 13:41:04'
373,2,5,23.46,'2023-09-24 13:41:04'
374,3,14,78.28,'2022-06-02 13:41:04'
375,2,1,20.2,'2020-07-05 13:41:04'
376,2,15,82.26,'2023-04-02 13:41:04'
377,3,12,25.29,'2023-11-25 13:41:04'
378,3,6,106.62,'2020-07-26 13:41:04'
379,2,10,34.68,'2024-06-28 13:41:04'
380,3,4,23.05,'2020-09-30 13:41:04'
381,3,15,62.09,'2023-12-01 13:41:04'
382,1,1,58.63,'2022-11-15 13:41:04'
383,3,13,76.17,'2022-04-29 13:41:04'
384,1,7,115.85,'2021-10-25 13:41:04'
385,2,7,33.95,'2022-10-21 13:41:04'
386,2,1,93.53,'2023-01-01 13:41:04'
387,3,11,63.67,'2023-05-15 13:41:04'
388,1,13,55.21,'2023-01-08 13:41:04'
389,1,12,102.05,'2024-12-24 13:41:04'
390,3,10,25.74,'2025-01-22 13:41:04'
391,1,1,43.92,'2023-05-06 13:41:04'
392,1,6,73.31,'2024-07-19 13:41:04'
393,3,11,117.03,'2020-06-26 13:41:04'
394,3,16,42.28,'2024-12-09 13:41:04'
395,2,6,117.1,'2020-12-09 13:41:04'
396,2,12,44.43,'2023-11-16 13:41:04'
397,1,10,47.77,'2023-10-24 13:41:04'
398,1,17,110.85,'2022-12-10 13:41:04'
399,2,12,51.07,'2022-04-07 13:41:04'
400,2,11,98.1,'2021-05-09 13:41:04'
401,2,4,64.0,'2021-10-07 13:41:04'
402,2,13,114.84,'2023-09-12 13:41:04'
403,1,11,29.4,'2020-05-24 13:41:04'
404,1,7,61.68,'2022-01-04 13:41:04'
405,2,9,106.85,'2023-12-27 13:41:04'
406,2,7,50.62,'2023-02-02 13:41:04'
407,2,15,73.3,'2024-01-01 13:41:04'
408,1,7,115.28,'2024-09-13 13:41:04'
409,1,6,28.08,'2022-09-12 13:41:04'
410,3,19,44.91,'2020-04-28 13:41:04'
411,1,3,106.04,'2024-06-29 13:41:04'
412,1,11,44.75,'2024-09-04 13:41:04'
413,1,9,95.69,'2022-07-08 13:41:04'
414,1,20,108.84,'2023-02-16 13:41:04'
415,3,10,55.76,'2021-01-21 13:41:04'
416,2,15,36.54,'2023-02-26 13:41:04'
417,2,6,31.84,'2022-09-27 13:41:04'
418,1,9,101.1,'2023-05-15 13:41:04'
419,3,17,66.06,'2020-06-07 13:41:04'
420,2,13,89.83,'2024-05-23 13:41:04'
421,3,5,64.57,'2022-08-03 13:41:04'
422,2,17,33.02,'2023-08-02 13:41:04'
423,1,1,71.0,'2023-02-18 13:41:04'
424,2,5,107.4,'2021-01-05 13:41:04'
425,3,5,33.52,'2022-11-16 13:41:04'
426,3,14,119.75,'2023-01-30 13:41:04'
427,1,6,109.97,'2023-03-04 13:41:04'
428,1,1,20.69,'2024-09-01 13:41:04'
429,2,17,34.43,'2024-09-30 13:41:04'
430,3,12,86.74,'2023-11-28 13:41:04'
431,2,12,78.39,'2022-05-14 13:41:04'
432,2,14,81.33,'2022-11-09 13:41:04'
433,2,3,24.4,'2022-05-06 13:41:04'
434,1,13,51.37,'2020-11-20 13:41:04'
435,3,11,80.09,'2021-09-23 13:41:04'
436,2,4,114.78,'2021-08-26 13:41:04'
437,1,8,84.23,'2020-09-27 13:41:04'
438,3,12,31.08,'2024-11-12 13:41:04'
439,3,20,42.09,'2021-01-15 13:41:04'
440,2,3,61.7,'2023-05-11 13:41:04'
441,3,14,22.22,'2022-07-19 13:41:04'
442,2,16,113.21,'2020-10-01 13:41:04'
443,3,10,24.61,'2021-04-30 13:41:04'
444,3,13,106.91,'2024-08-17 13:41:04'
445,1,14,89.15,'2021-08-10 13:41:04'
446,2,10,94.74,'2023-08-19 13:41:04'
447,1,9,55.11,'2022-08-22 13:41:04'
448,3,7,75.02,'2025-01-05 13:41:04'
449,3,15,74.49,'2022-09-16 13:41:04'
450,3,6,31.09,'2022-05-26 13:41:04'
451,2,13,76.47,'2022-09-14 13:41:04'
452,3,16,23.92,'2021-09-23 13:41:04'
453,1,20,58.35,'2022-10-10 13:41:04'
454,1,17,30.04,'2024-11-05 13:41:04'
455,1,11,99.76,'2022-06-27 13:41:04'
456,3,4,28.95,'2020-12-20 13:41:04'
457,1,2,70.16,'2023-12-10 13:41:04'
458,3,1,27.84,'2020-08-03 13:41:04'
459,3,7,75.65,'2024-01-20 13:41:04'
460,1,3,57.33,'2024-03-18 13:41:04'
461,3,14,113.15,'2023-08-21 13:41:04'
462,3,4,87.67,'2023-12-05 13:41:04'
463,2,18,118.97,'2023-11-11 13:41:04'
464,2,11,113.61,'2024-01-09 13:41:04'
465,1,20,68.38,'2023-09-06 13:41:04'
466,1,14,78.69,'2023-11-01 13:41:04'
467,2,7,115.06,'2021-03-26 13:41:04'
468,2,7,61.82,'2024-07-18 13:41:04'
469,1,3,23.78,'2022-11-26 13:41:04'
470,1,2,54.07,'2022-07-01 13:41:04'
471,1,2,20.61,'2022-07-26 13:41:04'
472,1,7,89.25,'2023-05-24 13:41:04'
473,2,1,43.75,'2022-06-08 13:41:04'
474,2,19,68.45,'2025-01-22 13:41:04'
475,3,12,71.65,'2021-10-04 13:41:04'
476,2,8,64.5,'2023-06-16 13:41:04'
477,1,11,117.75,'2020-04-28 13:41:04'
478,1,7,115.8,'2024-02-15 13:41:04'
479,3,1,73.32,'2023-02-02 13:41:04'
480,3,12,29.92,'2022-10-07 13:41:04'
481,2,6,30.13,'2022-11-07 13:41:04'
482,1,9,57.12,'2023-08-21 13:41:04'
483,1,1,89.03,'2023-02-27 13:41:04'
484,2,20,83.85,'2022-02-11 13:41:04'
485,1,3,114.9,'2023-06-14 13:41:04'
486,2,20,37.18,'2021-08-26 13:41:04'
487,1,11,44.05,'2021-04-22 13:41:04'
488,1,12,31.64,'2020-08-11 13:41:04'
489,1,3,74.37,'2024-11-09 13:41:04'
490,1,5,46.36,'2023-07-06 13:41:04'
491,3,14,110.4,'2023-09-04 13:41:04'
492,3,20,38.01,'2020-12-01 13:41:04'
493,2,10,20.92,'2022-12-09 13:41:04'
494,1,1,62.16,'2023-03-13 13:41:04'
495,2,17,33.35,'2023-09-08 13:41:04'
496,2,5,117.77,'2020-09-03 13:41:04'
497,1,1,66.56,'2021-05-17 13:41:04'
498,2,18,24.33,'2024-12-01 13:41:04'
499,2,19,31.51,'2023-10-31 13:41:04'
500,3,4,62.5,'2021-01-05 13:41:04'
501,2,5,64.36,'2020-07-31 13:41:04'
502,1,6,29.16,'2024-02-10 13:41:04'
503,1,1,45.97,'2023-02-04 13:41:04'
504,2,20,109.76,'2024-11-18 13:41:04'
505,1,12,56.54,'2025-01-19 13:41:04'
506,2,18,30.72,'2021-01-01 13:41:04'
507,2,15,48.01,'2022-06-15 13:41:04'
508,1,4,110.87,'2022-07-03 13:41:04'
509,2,3,79.76,'2024-08-17 13:41:04'
510,1,5,52.95,'2021-10-17 13:41:04'
511,2,13,78.42,'2020-11-13 13:41:04'
512,3,18,53.92,'2024-02-19 13:41:04'
513,2,6,105.45,'2021-05-16 13:41:04'
514,1,2,25.49,'2023-03-20 13:41:04'
515,2,15,81.39,'2021-05-24 13:41:04'
516,1,8,102.15,'2023-09-12 13:41:04'
517,2,3,84.3,'2020-05-17 13:41:04'
518,2,12,68.09,'2025-01-29 13:41:04'
519,2,2,115.81,'2022-11-28 13:41:04'
520,1,16,87.88,'2024-04-22 13:41:04'
521,1,17,46.96,'2020-12-22 13:41:04'
522,3,12,41.77,'2024-03-10 13:41:04'
523,3,1,108.96,'2023-02-20 13:41:04'
524,2,9,39.74,'2021-10-15 13:41:04'
525,2,1,61.14,'2024-12-11 13:41:04'
526,3,20,93.49,'2022-01-18 13:41:04'
527,3,2,39.14,'2023-12-04 13:41:04'
528,2,20,45.67,'2025-03-01 13:41:04'
529,1,13,117.79,'2023-01-27 13:41:04'
530,2,15,71.32,'2020-06-23 13:41:04'
531,3,1,72.56,'2025-01-19 13:41:04'
532,2,17,27.31,'2022-10-15 13:41:04'
533,3,3,44.38,'2022-01-21 13:41:04'
534,2,2,44.16,'2024-02-21 13:41:04'
535,2,16,31.79,'2020-09-12 13:41:04'
536,1,19,59.53,'2022-02-27 13:41:04'
537,1,12,30.35,'2022-02-06 13:41:04'
538,1,9,88.12,'2024-04-05 13:41:04'
539,3,14,47.26,'2023-11-11 13:41:04'
540,2,6,68.26,'2023-06-01 13:41:04'
541,2,17,100.88,'2022-10-16 13:41:04'
542,2,16,52.07,'2020-11-05 13:41:04'
543,1,15,50.9,'2024-12-25 13:41:04'
544,2,10,95.24,'2024-05-19 13:41:04'
545,2,12,44.09,'2021-07-19 13:41:04'
546,2,7,95.12,'2021-06-21 13:41:04'
547,2,6,55.89,'2020-09-03 13:41:04'
548,2,18,64.55,'2022-04-18 13:41:04'
549,1,12,57.37,'2023-09-20 13:41:04'
550,3,9,64.73,'2021-12-30 13:41:04'
551,2,1,23.13,'2021-03-28 13:41:04'
552,2,18,100.63,'2024-06-03 13:41:04'
553,3,14,76.7,'2022-10-11 13:41:04'
554,1,6,63.52,'2024-12-29 13:41:04'
555,1,7,46.43,'2020-09-14 13:41:04'
556,3,12,103.55,'2020-07-30 13:41:04'
557,1,20,44.94,'2025-03-01 13:41:04'
